,User,Date,Likes,Replies,Retweets,Source of Tweet,User Tweet Count,User Follower Count,Automated User,Verified User,Language,Tweet
2706,NaMoniaNews,2021-11-01 08:54:58+00:00,1,0,0,Twitter for Android,6314,221,0,0,en,"@Iyervval @BYJUS @emirates @ftx_app kutresh (कुतरेश) abhijeet

We know who u r? why u not hv enough dare to tag @imVkohli in ur tweet?

Just for RT u r acting like barking Dog &amp; behave like Naked King..

Njoy ur Bigotry without courage &amp; strength to tag @imVkohli

cos u know what virat can do to dogs like u
है दम?"
2707,woosynBTC,2021-11-01 08:54:44+00:00,2,0,0,Twitter for Android,672,27,0,0,zh,"@WOOnetwork_CN 「不給 $WOO 就搗蛋」
@Devin38651200 @moneywithcarter @cz_binance @SBF_FTX @woonomic @TheGeneralWoo @TomaszSerafin9 @Pentosh1 @_Woorrior_ @OolongWOOlong @TrainedFTW @bitfish1 @AltcoinSherpa @anyguy01 @PandaXBT @PandaZeng1 @scottmelker @_Kriesz_ @ResearchKronos @InsiderWoo @jvhak https://t.co/HsT9WZ2rqH"
2708,Chidinma_Nell,2021-11-01 08:54:34+00:00,1,1,0,Twitter Web App,2994,227,0,0,en,"@B_Muna_ Allow me make you a recommendation 

@vickysnipes147 
Check out the profile, follow and indicate interest in joining his class.

Best decision you'll make in November.
 
However, begin by opening an account with @FTX_Official"
2709,CryptoConekt,2021-11-01 08:54:12+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$677,811 $SUSHI LONG @$11.4503 | 11/01 08:54:06
🏦FTX | SUSHI PERP

👀 The only coin I care about is USD - Chris Brown"
2710,WhaleTrades,2021-11-01 08:54:07+00:00,9,1,1,Bitmex High Trades,333721,191792,0,0,en,"📈💶$677,811 $SUSHI LONGED @$11.4503 [01/11/21 08:54:07]
🏪FTX | SUSHI-PERP

🗣️Eat my Shorts - Bart Simpson"
2711,SquirrelsNFT,2021-11-01 08:53:44+00:00,1,0,0,Twitter Web App,841,18306,0,0,en,@KoroushAK @MonkDoesnt @SBF_FTX We should NFT this
2712,xocryptochris,2021-11-01 08:53:02+00:00,0,0,0,Twitter for iPhone,620,195,0,0,en,@vickysnipes147 @FTX_Official You’re missing $ROSE!
2713,InvestTony,2021-11-01 08:52:40+00:00,0,0,0,Twitter for iPhone,7430,3268,0,0,en,@MonkDoesnt @SBF_FTX This tweet is underrated AF 🤣
2714,KoroushAK,2021-11-01 08:52:36+00:00,56,3,0,Twitter Web App,14945,354748,0,0,en,@MonkDoesnt @SBF_FTX This is one of the best things I've ever seen.
2715,sirkumsul,2021-11-01 08:51:47+00:00,1,0,0,Twitter Web App,16771,205,0,0,en,"@staratlas @at_mwagner @solana @ProjectSerum @RaydiumProtocol @RepublicCrypto @SBF_FTX @solanalysis @solana_es @orca_so @NotionHQ Besides the graphics, the whole idea itself is a winner! so excited for this"
2716,FerpesAux,2021-11-01 08:50:49+00:00,0,1,0,Twitter Web App,676,74,0,0,und,@MonkDoesnt @SBF_FTX @ErezTwit 😂
2717,CharlotteLum,2021-11-01 08:50:20+00:00,1,0,1,Twitter for Android,1713,695,0,0,en,That satisfaction when the final last coin that im in is now on ftx. I can see everything on ftx and zapper now. LFG!
2718,CryptoConekt,2021-11-01 08:48:56+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$1,299,349 $ETH LONG @$4315.1 | 11/01 08:48:49
🏦FTX | ETH PERP

👀 Stop the FUD, we don't sell - Titian"
2719,WhaleTrades,2021-11-01 08:48:50+00:00,7,0,1,Bitmex High Trades,333721,191792,0,0,in,"📈💶$1,299,349 $ETH LONGED @$4315.1 [01/11/21 08:48:50]
🏪FTX | ETH-PERP

🗣️viva la resistance - CryptGold"
2720,polygon_jay,2021-11-01 08:47:06+00:00,0,0,0,Twitter for Android,88,117,0,0,en,"@yuyun90018 @SBF_FTX High five,bro."
2721,Chidinma_Nell,2021-11-01 08:47:00+00:00,2,0,0,Twitter Web App,2994,227,0,0,en,"@vickysnipes147 @FTX_Official Can't go south with ALGO.

Concrete project."
2722,ExchangeWhales,2021-11-01 08:46:21+00:00,0,1,0,exchangewhales,259091,4597,0,0,en,"🔻🔻🔻 $1,134,901 BTC-PERP SHORTED @$61,800 💻 on #FTX (8:46:21 UTC) #BTC #cryptocurrency"
2723,btc_orderalert,2021-11-01 08:46:21+00:00,0,0,0,Btc Order detection alert,325712,31914,0,0,en,"🐋📉【Sell】 BTC-PERP
Qty：$1,134,901（18.3 BTC）🐳🐳
Price：$61,800
[8:46:21 UTC] on FTX"
2724,djoleGVISP1,2021-11-01 08:46:15+00:00,0,0,0,TeslaTrader,4944,13,0,0,en,FTX ETH-PERP #t7 Trend is DOWN at 4329.2.
2725,letusbet,2021-11-01 08:45:45+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Ethereum March future on #ftx is trading at 6.29% premium over spot
2726,ExchangeWhales,2021-11-01 08:45:41+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $998,274 BTC-PERP LONGED @$61,960 💻 on #FTX (8:45:41 UTC) #BTC #cryptocurrency"
2727,ExchangeWhales,2021-11-01 08:45:19+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $1,114,676 BTC-PERP LONGED @$61,922 💻 on #FTX (8:45:19 UTC) #BTC #cryptocurrency"
2728,ExchangeWhales,2021-11-01 08:45:19+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $1,144,306 BTC-PERP LONGED @$61,922 💻 on #FTX (8:45:19 UTC) #BTC #cryptocurrency"
2729,btc_orderalert,2021-11-01 08:45:19+00:00,0,0,0,Btc Order detection alert,325712,31914,0,0,en,"🐋📈【Buy】 BTC-PERP
Qty：$1,144,306（18.4 BTC）🐳🐳
Price：$61,922
[8:45:19 UTC] on FTX"
2730,letusbet,2021-11-01 08:45:12+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Solana December future on #ftx is trading at 3.4% premium over spot
2731,CEL_alert,2021-11-01 08:45:05+00:00,19,1,1,CEL ALERT,2100,4101,0,0,en,"🚨🚨 578,425 $CEL (2,620,265 USD) transferred from FTX Exchange to unknown wallet - 0xdb31 https://t.co/lqOpfgTjnM"
2732,CryptoConekt,2021-11-01 08:44:41+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$513,614 $DOT LONG @$43.525 | 11/01 08:44:35
🏦FTX | DOT PERP

👀 Wen zero sir - Sir ask a lot"
2733,WhaleTrades,2021-11-01 08:44:36+00:00,4,1,0,Bitmex High Trades,333721,191792,0,0,en,"📈💶$513,614 $DOT LONGED @$43.525 [01/11/21 08:44:36]
🏪FTX | DOT-PERP

🗣️There is no spoon... - pennypacker_ltd"
2734,CryptoConekt,2021-11-01 08:44:20+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$1,016,059 $DOT SHORT @$43.5 | 11/01 08:44:14
🏦FTX | DOT PERP

👀 It's the bottom because I said so - Basquiat"
2735,WhaleTrades,2021-11-01 08:44:15+00:00,3,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$1,016,059 $DOT SHORTED @$43.5 [01/11/21 08:44:15]
🏪FTX | DOT-PERP

🗣️btc gives you wings - ymbustillos"
2736,uxF6sCiqDchu3ef,2021-11-01 08:44:10+00:00,0,0,1,Twitter for Android,15,0,0,0,und,@hc_capital @coinbase @ftx_app @NEARProtocol @ArweaveTeam @MinaProtocol @AudiusProject @BreederDodo @orca_so @Covalent_HQ @Keeper_DAO @reserveprotocol @mobilecoin @certik_io @QredoNetwork @Instadapp @saffronfinance_ @vegaprotocol @naos_finance @CoFiXProtocol @UnlockProtocol @Immutable @MoonbeamNetwork @solendprotocol @GodsUnchained @GuildOfGuardian @ObolNetwork ok!
2737,WhaleTrades,2021-11-01 08:44:10+00:00,1,0,0,Bitmex High Trades,333721,191792,0,0,tl,"📉💶$1,722,759 $ETH SHORTED @$4306.9 [01/11/21 08:44:09]
🏪FTX | ETH-PERP

🗣️Hodl! Lambo soon! - 33_kobo"
2738,CryptoConekt,2021-11-01 08:43:45+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$5,354,071 $ETH LONG @$4317.8 | 11/01 08:43:38
🏦FTX | ETH PERP

👀 I should have waited until my wife wasn't around to buy the dip - Frank Sinatra"
2739,WhaleTrades,2021-11-01 08:43:40+00:00,3,0,0,Bitmex High Trades,333721,191792,0,0,en,"📈💶$5,354,071 $ETH LONGED @$4317.8 [01/11/21 08:43:39]
🏪FTX | ETH-PERP

🗣️There are decades where nothing happens; and there are weeks where decades happen."
2740,ExchangeWhales,2021-11-01 08:42:55+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $1,113,048 BTC-PERP LONGED @$61,951 💻 on #FTX (8:42:54 UTC) #BTC #cryptocurrency"
2741,btc_orderalert,2021-11-01 08:42:54+00:00,1,0,0,Btc Order detection alert,325712,31914,0,0,en,"🐋📈【Buy】 BTC-PERP
Qty：$1,113,048（17.9 BTC）🐳🐳
Price：$61,951
[8:42:54 UTC] on FTX"
2742,Passoif,2021-11-01 08:42:38+00:00,2,0,0,Twitter Web App,1151,1077,0,0,en,"I'm surprised @FTX_Official ain't listed @samoyedcoin while it is the THIRD NATIVE biggest token by market cap in the #Solana chain, the volume is already way higher than those below him while it ain't listed on yet ... @SBF_FTX #SAMO WEN ?? https://t.co/tV8FfeY67k"
2743,Chidinma_Nell,2021-11-01 08:42:27+00:00,0,0,0,Twitter Web App,2994,227,0,0,en,"@vickysnipes147 @FTX_Official A fluid and safe environment for beginners In the game. Crypto-made-easy for Africans.

#Bitcoin
#NFT 
#play2earn"
2744,ascii_x341963,2021-11-01 08:42:07+00:00,0,0,0,Twitter Web App,5575,210,0,0,en,"a few things i would like to see for @tezos 

- stablecoins (usdc, @Tether_to)
- bridges (@renprotocol, @wormholecrypto)
- portfolio tracking (@zapper_fi)
- spot on @FTX_Official 
- conferences &amp; hackathons 

cc @TezosFoundation @ArthurB @SBF_FTX @circlepay @coinbase @TQTezos"
2745,Takeru_FTX,2021-11-01 08:41:35+00:00,1,0,0,Twitter for iPhone,28484,8952,0,0,ja,@UNOKINOKI (^з^)-☆っ
2746,WhaleTrades,2021-11-01 08:40:37+00:00,4,0,1,Bitmex High Trades,333721,191792,0,0,en,"📈💶$2,127,625 $ETH LONGED @$4320.0 [01/11/21 08:40:37]
🏪FTX | ETH-PERP

🗣️Frankly dear, I don`t give a damn! - Matony19"
2747,CryptoConekt,2021-11-01 08:40:27+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$1,509,315 $ETH SHORT @$4315.5 | 11/01 08:40:21
🏦FTX | ETH PERP

👀 I should have waited until my wife wasn't around to buy the dip - Frank Sinatra"
2748,FtxMarket,2021-11-01 08:40:24+00:00,0,0,0,IFTTT,13756,282,0,0,en,"WhaleTrades: 📈💶$1,091,846 $ETH LONGED @$4328.0 [01/11/21 08:20:15]
🏪FTX | ETH-PERP

🗣️There`s nothing to be afraid of. That`s all you need to realize. - SK_V12"
2749,FtxMarket,2021-11-01 08:40:22+00:00,0,0,0,IFTTT,13756,282,0,0,en,"WhaleTrades: 📈💶$5,407,499 $ETH LONGED @$4326.0 [01/11/21 08:20:01]
🏪FTX | ETH-PERP

🗣️If you don’t believe me or don’t get it, I don’t have time to try to convince you, sorry. - Satoshi Nakamoto"
2750,WhaleTrades,2021-11-01 08:40:22+00:00,4,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$1,509,315 $ETH SHORTED @$4315.5 [01/11/21 08:40:22]
🏪FTX | ETH-PERP

🗣️Hey Hey Heyyyyyyyyy - Carlos Matos"
2751,FtxMarket,2021-11-01 08:40:21+00:00,0,0,0,IFTTT,13756,282,0,0,en,"WhaleTrades: 📈💶$969,431 $SOL LONGED @$210.9 [01/11/21 08:15:39]
🏪FTX | SOL-PERP

🗣️#Ihaveabag - CryptoMocho"
2752,Takeru_FTX,2021-11-01 08:40:18+00:00,1,0,0,Twitter for iPhone,28484,8952,0,0,ja,チックでまばたき回数人より多いからまばたきしてるまに11月が去った、、真っ白、、
2753,Kay_FtX,2021-11-01 08:40:14+00:00,1,0,0,Twitter for iPhone,43996,525,0,0,ja,女子トイレ入り口に白地にピンク模様のハンカチタオルが落ちていた。コロナ禍じゃなかったらスタッフさんにお届けするけども。持ち主のところに帰れますように。
2754,letusbet,2021-11-01 08:40:11+00:00,0,1,0,market_alerts,25281,790,0,0,en,#BTC March future on #ftx is trading at 6.02% premium over spot
2755,LordFutures,2021-11-01 08:39:21+00:00,1,0,0,Twitter Web App,2099,145,0,0,en,"Got alerted on my first FTX referral sign up. Concise &amp; detailed enough to let me know what my incentives are. Love it. Tier 2, here I come."
2756,EMparadigmshift,2021-11-01 08:38:38+00:00,41,5,4,Twitter for iPhone,2416,5605,0,0,en,"$AGC with Grab teaming up TransCrypt in 🇸🇬, surely it won’t be long before $SE strikes a similar partnership - FTX perhaps? Both Grab + Sea will be looking to offer, or provide a gateway to, stock + crypto trading when their digital 🏦 launch next year
https://t.co/7sfOMioFX4"
2757,letusbet,2021-11-01 08:38:29+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Litecoin December future on #ftx is trading at 2.75% premium over spot
2758,Pawiromitchel,2021-11-01 08:37:14+00:00,0,0,0,Twitter Web App,2622,208,0,0,en,"@FTX_Official what happened to Advanced Trading? https://t.co/iXwnKpi3Gl

The ""Report feedback"" doesn't even work https://t.co/SF99AS1PmK"
2759,UNOKINOKI,2021-11-01 08:36:44+00:00,2,1,0,Twitter for iPhone,51675,85734,0,0,ja,@Takeru_FTX ありがちょー💓💓✨✨
2760,SultaniaBhai,2021-11-01 08:35:58+00:00,0,0,0,Twitter for Android,2649,718,0,0,en,"@NischalShetty And india has a so called biggest exchange @WazirXIndia #Wazirx token  which is the most slowest growing exchange token ever.
#FTX improving,#BNB improving but #WRX still🐢🐢🐢."
2761,ClankApp,2021-11-01 08:35:43+00:00,0,0,0,ClankApp,568756,14591,1,0,en,"💰2,500 #ETH (10,718,093 USD) move from #ftx to #binance
 
Date : 2021-11-01 08:34:45 (GMT 0)
Blockchain : #ETHEREUM
Symbol : #ETH
 
Detail: https://t.co/Nas2N56NSx"
2762,enemyofsociety0,2021-11-01 08:34:59+00:00,1,0,0,Twitter Web App,4847,438,0,0,und,@thexastronaut @solana @staratlas @Aldrin_Exchange @unlimitedcope @Rope_Official @BitspawnGG @Dexlab_official @SolApeFinance @LiqProtocol @samoyedcoin @SolanaCATO $CATO wen ?👀@SBF_FTX
2763,CryptoConekt,2021-11-01 08:34:59+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$508,888 $SRM SHORT @$7.438 | 11/01 08:34:52
🏦FTX | SRM PERP

👀 Rule No.1: Never lose money. Rule No.2: Never forget rule No.1. – Warren Buffett"
2764,WhaleTrades,2021-11-01 08:34:54+00:00,2,1,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$508,888 $SRM SHORTED @$7.438 [01/11/21 08:34:53]
🏪FTX | SRM-PERP

🗣️The first rule of trading is to survive. The second rule...remember rule number 1. - SJ1TINV3STOR"
2765,CryptoConekt,2021-11-01 08:33:59+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$1,043,500 $SOL LONG @$208.7 | 11/01 08:33:51
🏦FTX | SOL PERP

👀 Rule No.1: Never lose money. Rule No.2: Never forget rule No.1. – Warren Buffett"
2766,WhaleTrades,2021-11-01 08:33:54+00:00,5,0,0,Bitmex High Trades,333721,191792,0,0,en,"📈💶$1,043,500 $SOL LONGED @$208.7 [01/11/21 08:33:53]
🏪FTX | SOL-PERP

🗣️Together we rise - Deathpup1"
2767,ExchangeWhales,2021-11-01 08:33:54+00:00,0,0,0,exchangewhales,259091,4597,0,0,en,"🚀🚀🚀 $1,014,407 SOL-PERP LONGED @$208.7 💻 on #FTX (8:33:54 UTC) #SOL #cryptocurrency"
2768,CryptoConekt,2021-11-01 08:33:52+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$1,322,802 $ETH LONG @$4332.0 | 11/01 08:33:45
🏦FTX | ETH PERP

👀 Gold is ancient, Silver is the way - Louis Armstrong"
2769,Takeru_FTX,2021-11-01 08:33:29+00:00,5,1,0,Twitter for iPhone,28484,8952,0,0,ja,ハロウィンなに見ても苦手ですが、なにこのまるとしっぽのハロウィンめっかわすぎ！！@UNOKINOKI
2770,gogxbt,2021-11-01 08:33:00+00:00,0,0,0,Twitter for iPhone,981,91,0,0,fr,@polakrypto @MonkDoesnt @thugbirdz @SBF_FTX Putain j’adore crypto twitter
2771,Positivenga1,2021-11-01 08:32:35+00:00,8,0,0,Twitter for iPhone,28658,6860,0,0,en,"Jonathan Cheesman, head of institutional sales at crypto-derivatives exchange FTX, told Bloomburg of Shiba Inu Coin’s rise: “Memes have value and have been an investible thesis in 2021. Lower dollar-price tokens are attractive to retail.”"
2772,0xMeeessien,2021-11-01 08:32:18+00:00,0,1,0,Twitter Web App,32547,10216,0,0,en,"FTX is a cryptocurrency derivatives exchange built by traders, for traders. FTX is set to build a platform powerful enough for professional trading firms and intuitive enough for first-time users."
2773,eClipica,2021-11-01 08:32:08+00:00,0,0,0,IFTTT,2744,7,0,0,ro,"eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: eClipica: @CryptoWhale Kraken, FTX and https://t.co/33oe9Z5Z74 also made those scam wicks, not that extreme though 54k and 52k r…"
2774,favouryuwa,2021-11-01 08:30:10+00:00,0,0,0,Twitter for Android,46558,2058,0,0,en,Please who's adept in FTX?
2775,Koppel_kinetic,2021-11-01 08:29:19+00:00,6,2,2,Twitter for Android,5764,518,0,0,en,@ToyosiGodwin Go to Binnace P2p. Buy USDT then transfer same to your FTX account. FTX is the best platform for futures trading to avoid had I known oh.
2776,CryptoConekt,2021-11-01 08:27:50+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$1,301,100 $ETH SHORT @$4337.0 | 11/01 08:27:44
🏦FTX | ETH PERP

👀 My sell button doesn't work - Garth Brooks"
2777,WhaleTrades,2021-11-01 08:27:45+00:00,3,0,1,Bitmex High Trades,333721,191792,0,0,en,"📉💶$1,301,100 $ETH SHORTED @$4337.0 [01/11/21 08:27:45]
🏪FTX | ETH-PERP

🗣️Bitcoin is this divine power that can be lethal to all nation-states without spilling a drop of blood.Pamp it - OneWicht"
2778,ExchangeWhales,2021-11-01 08:27:45+00:00,1,1,0,exchangewhales,259091,4597,0,0,en,"🔻🔻🔻 $1,301,100 ETH-PERP SHORTED @$4,337 💻 on #FTX (8:27:45 UTC) #ETH #cryptocurrency"
2779,0xMeeessien,2021-11-01 08:27:37+00:00,9,2,4,Twitter Web App,32547,10216,0,0,en,"WHAT IS FTX (a thread)

FTX is a cryptocurrency derivatives exchange that has so far become established in the crypto trading space.

FTX launched in May 2019 and has gives its users access to a range of innovative trading products. https://t.co/kWi4AZ62LJ"
2780,letusbet,2021-11-01 08:26:56+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Ripple December future on #ftx is trading at 3.01% premium over spot
2781,Trader_CSK,2021-11-01 08:26:53+00:00,0,1,0,Twitter for Android,11356,2493,0,0,en,"@Brett_FTXUS I seen where I was having issues now, I have the FTX Pro and FTX Pro US app. I didn't realise their was a third. I tried to log in using my details from my FTX/FTXUS accounts and it doesn't work. Is it not possible to use Pro account logins with this app?"
2782,Kay_FtX,2021-11-01 08:26:33+00:00,1,0,0,Twitter for iPhone,43996,525,0,0,ja,結構喋り声するね、入場前の方々。
2783,letusbet,2021-11-01 08:26:25+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Chainlink December future on #ftx is trading at 2.83% premium over spot
2784,CryptoConekt,2021-11-01 08:26:25+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$1,001,612 $ETH SHORT @$4337.0 | 11/01 08:26:17
🏦FTX | ETH PERP

👀 Nobody can stop the DOGE train, just trust me bro - Justin Timberlake"
2785,WhaleTrades,2021-11-01 08:26:20+00:00,2,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$1,001,612 $ETH SHORTED @$4337.0 [01/11/21 08:26:19]
🏪FTX | ETH-PERP

🗣️I have come here to chew bubblegum and kick ass. And I’m all out of bubblegum. - Piper"
2786,CryptoConekt,2021-11-01 08:26:17+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$1,886,772 $ETH LONG @$4336.9 | 11/01 08:26:10
🏦FTX | ETH PERP

👀 The market is designed to transfer money from the Active to the Patient. – Warren Buffett"
2787,WhaleTrades,2021-11-01 08:26:12+00:00,4,0,0,Bitmex High Trades,333721,191792,0,0,en,"📈💶$1,886,772 $ETH LONGED @$4336.9 [01/11/21 08:26:12]
🏪FTX | ETH-PERP

🗣️Ain’t no cure for stupid! - MossMiners"
2788,CryptoConekt,2021-11-01 08:26:08+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$2,502,539 $ETH SHORT @$4334.4 | 11/01 08:26:01
🏦FTX | ETH PERP

👀 A lagging indicator is something that tells you what is going to happen after it already happened - Coreen T. Sol"
2789,WhaleTrades,2021-11-01 08:26:03+00:00,1,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$2,502,539 $ETH SHORTED @$4334.4 [01/11/21 08:26:03]
🏪FTX | ETH-PERP

🗣️Craig Wright is not Satoshi - aparza"
2790,p_o_t_l_s_c,2021-11-01 08:25:45+00:00,2,0,0,Twitter for Android,44578,649,0,0,en,"You will paste this address as the recipient from the wallet you're sending from
Get started today on @FTX_Official https://t.co/dJxzvpKuXS"
2791,Prnvlol,2021-11-01 08:25:00+00:00,16,1,2,Twitter Web App,8155,711,0,0,en,@MonkDoesnt @SBF_FTX I am an island boii @islandboizNFT https://t.co/b0mAX6zZA6
2792,mattholmes33,2021-11-01 08:24:34+00:00,0,0,0,Twitter for iPhone,382,24,0,0,qam,@FTX_Official @antonio99712012
2793,p_o_t_l_s_c,2021-11-01 08:24:30+00:00,21,4,22,Twitter for Android,44578,649,0,0,en,"You may be wondering how you can deposit some coins into your FTX wallet so you can start trading
Here's how you go about it;"
2794,CryptoConekt,2021-11-01 08:24:15+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$4,117,012 $ETH SHORT @$4336.5 | 11/01 08:24:09
🏦FTX | ETH PERP

👀 Just shut up, I don't care about your fibonacci - Albert Einstein"
2795,WhaleTrades,2021-11-01 08:24:10+00:00,2,2,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$4,117,012 $ETH SHORTED @$4336.5 [01/11/21 08:24:10]
🏪FTX | ETH-PERP

🗣️patience is a virtue, only few got it - innocentnerdy"
2796,CryptoConekt,2021-11-01 08:24:09+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$1,110,605 $ETH LONG @$4354.6 | 11/01 08:24:03
🏦FTX | ETH PERP

👀 Stop the FUD, we don't sell - Titian"
2797,WhaleTrades,2021-11-01 08:24:04+00:00,5,0,0,Bitmex High Trades,333721,191792,0,0,in,"📈💶$1,110,605 $ETH LONGED @$4354.6 [01/11/21 08:24:04]
🏪FTX | ETH-PERP

🗣️Scam - Rw_Hendriks"
2798,WhaleTrades,2021-11-01 08:24:03+00:00,6,0,0,Bitmex High Trades,333721,191792,0,0,en,"📈💶$3,918,690 $ETH LONGED @$4354.1 [01/11/21 08:24:02]
🏪FTX | ETH-PERP

🗣️economic engine of making cryptocurrency valuations sustainable at multi-trillion dollar levels - duganist"
2799,ExchangeWhales,2021-11-01 08:24:03+00:00,0,0,0,exchangewhales,259091,4597,0,0,en,"🚀🚀🚀 $1,087,500 ETH-PERP LONGED @$4,350 💻 on #FTX (8:24:03 UTC) #ETH #cryptocurrency"
2800,CryptoConekt,2021-11-01 08:23:55+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$4,119,670 $ETH LONG @$4339.3 | 11/01 08:23:48
🏦FTX | ETH PERP

👀 This is why I HOLD - Sir Newton"
2801,WhaleTrades,2021-11-01 08:23:50+00:00,5,0,0,Bitmex High Trades,333721,191792,0,0,en,"📈💶$4,119,670 $ETH LONGED @$4339.3 [01/11/21 08:23:49]
🏪FTX | ETH-PERP

🗣️Short this scam x100 until you cant short anymore. - jbeexbt"
2802,CryptoConekt,2021-11-01 08:22:39+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$1,549,627 $ETH LONG @$4331.0 | 11/01 08:22:33
🏦FTX | ETH PERP

👀 Its my wife's fault, now I'm buying more - Van Gogh"
2803,WhaleTrades,2021-11-01 08:22:34+00:00,5,0,0,Bitmex High Trades,333721,191792,0,0,en,"📈💶$1,549,627 $ETH LONGED @$4331.0 [01/11/21 08:22:34]
🏪FTX | ETH-PERP

🗣️This too shall pass away - BrianYa725"
2804,Polak_Web3,2021-11-01 08:22:09+00:00,0,1,0,Twitter for Android,3746,1309,0,0,und,@MonkDoesnt @thugbirdz @SBF_FTX @goglecham 🤣🤣
2805,Sir_Accolade,2021-11-01 08:21:48+00:00,0,1,0,Twitter for Android,119916,1962,0,0,en,@ToyosiGodwin Buy using p2p preferably from Binance then send to ftx
2806,CryptoConekt,2021-11-01 08:21:36+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$1,001,477 $SOL SHORT @$209.815 | 11/01 08:21:28
🏦FTX | SOL PERP

👀 They told me BTC has dividends, wtf! - Adam Levine"
2807,WhaleTrades,2021-11-01 08:21:31+00:00,2,0,1,Bitmex High Trades,333721,191792,0,0,en,"📉💶$1,001,477 $SOL SHORTED @$209.815 [01/11/21 08:21:30]
🏪FTX | SOL-PERP

🗣️push me to the edge, all your alts are dead - LilMoonLambo"
2808,CryptoConekt,2021-11-01 08:21:11+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$2,501,083 $BTC SHORT @$62227.0 | 11/01 08:21:04
🏦FTX | BTC PERP

👀 Buy when everyone else is selling and hold until everyone else is buying. That’s not just a catchy slogan. It’s the very essence of successful investing. – J. Paul Getty"
2809,WhaleTrades,2021-11-01 08:21:06+00:00,1,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$2,501,083 $BTC SHORTED @$62227.0 [01/11/21 08:21:06]
🏪FTX | BTC-PERP

🗣️Stopped out at break even - cryotodepp"
2810,0x_eXe,2021-11-01 08:21:01+00:00,1,0,0,Twitter for iPhone,997,278,0,0,en,$FTT has to be the worst performing coin for all that FTX has going for it. Im pretty sure $SOL is the coin of @SBF_FTX and itll 3x by EOY
2811,Rutvik09876,2021-11-01 08:20:54+00:00,1,0,0,Twitter for Android,135,20,0,0,en,"@CallistoSupport @Soy_Finance Buy Clover Finance, the top exchanges for trading in Clover Finance are currently Binance, Mandala Exchange, OKEx, FTX, and Huobi Global.

#CloverFinance #clover 
@CloverFinance"
2812,CryptoConekt,2021-11-01 08:20:20+00:00,1,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"✈️💰$1,091,846 $ETH LONG @$4328.0 | 11/01 08:20:13
🏦FTX | ETH PERP

👀 Every time you borrow money, you’re robbing your future self. – Nathan W. Morris"
